Unique_study_nr;Moderator;First_author;Year;Paper_nr;Usability;Coder;Date_coded;int_T1;int_svar_T1;ostr_main_T1;ostr_main_svar_T1;mod_main_T1;mod_main_svar_T1;ostr_nomod_simple_main_T1;ostr_nomod_simple_main_svar_T1;ostr_mod_simple_main_T1;ostr_mod_simple_main_svar_T1;mod_ostr_simple_main_T1;mod_ostr_simple_main_svar_T1;mod_incl_simple_main_T1;mod_incl_simple_main_svar_T1;int_T2;int_svar_T2;ostr_main_T2;ostr_main_svar_T2;mod_main_T2;mod_main_svar_T2;ostr_nomod_simple_main_T2;ostr_nomod_simple_main_svar_T2;ostr_mod_simple_main_T2;ostr_mod_simple_main_svar_T2;mod_ostr_simple_main_T2;mod_ostr_simple_main_svar_T2;mod_incl_simple_main_T2;mod_incl_simple_main_svar_T2;Country;Incentive;SampleRestrict;PropSex;N;AgeM;AgeSD;n11;n12;n21;n22;SubjectDesign;ConditionDesign;Dichotomized;ConditionAssignment;Part_Quasi;GameType;PlayersGame;ObjectExcl;PlayerMatching;Excluder;ExclusionSess;FormExcluded;CrossCutVar;ModType;OrderCyberCross;ParticSelect;RandomDV;xReceive;ThrowLast;SelFinal1;NeedScale;Dvfirst;Needs1;Expect1;Reliability1;M11_1;SD11_1;M12_1;SD12_1;M21_1;SD21_1;M22_1;SD22_1;SelFinal2;Dvlast;Needs2;Expect2;Reliability2;M11_2;SD11_2;M12_2;SD12_2;M21_2;SD21_2;M22_2;SD22_2;Nr_of_measures;Item_number;Add_time;Time_est;H1_incl;H2_incl;Model_immediate;Paper_immediate;Model_delayed;Paper_delayed;Imm_Need_thr_aanwezig;Prec_mancheck;Prec_mancheck
76;;Greitemeyer;2012;86;Y;CH;20130220;NA;NA;-0.470956752;0.073408931;NA;NA;-0.48021206;0.071432142;NA;NA;NA;NA;NA;NA;NA;NA;-0.229769373;0.071899946;NA;NA;-0.234284833;0.069863265;NA;NA;NA;NA;NA;NA;2;0;0;0.410714286;56;25;NA;;28;;28;1;1;0;1;0;1;4;1;0;1;1;1;0;0;NA;0;0;2;25;;NA;1;0;1;NA;;;2.49;0.62;;;2.82;0.73;;1;0;-1;;;;1.48;0.51;;;1.37;0.41;2;20;0;120;1;0;;;;;;;
77;1;De Waal-Andrews;2012;126;Y;CH;20130221;-1.286301186;0.235563216;-4.841494743;0.119119031;-0.732477064;0.032363165;-3.552631566;0.159543865;-1.58070609;0.076019351;0.334141272;0.061813079;-0.879196866;0.063330788;-0.866708847;0.184587713;-3.917523987;0.088463436;-0.464497651;0.031148148;-2.554771443;0.111931881;-1.428703288;0.072655832;0.232850357;0.061364398;-0.5978877;0.060275513;2;0;0;0.159;136;19.84;2.37;32;32;36;32;1;2;0;1;0;1;3;1;0;1;1;1;1;1;0;0;0;2;30;;3;1;2;1;0.91;2.23;0.96;1.92;0.87;4.22;1.45;5.35;1.03;;1;2;1;0.91;2.18;1.09;1.94;0.94;3.94;1.32;4.7;1.18;4;20;0;120;1;1;1;1;0;0;1;0;
78;1;De Waal-Andrews;2012;126;Y;CH;20130221;-1.555158536;0.30810272;-4.91630763;0.143616432;-1.103660897;0.041254878;-4.206664165;0.216395273;-1.376809384;0.091707447;0.28827852;0.07156046;-1.116829265;0.080598455;-1.196970167;0.184074176;-2.625287509;0.066482743;-0.275915224;0.03615694;-2.174824635;0.106512551;-0.629402004;0.077561624;0.473369308;0.072819156;-0.69921669;0.073826994;2;0;0;0.286;112;21.44;4.91;24;32;29;27;1;2;0;1;0;1;3;1;0;1;1;1;1;1;0;0;0;2;30;;3;1;2;1;0.94;2.11;0.99;1.84;0.87;4.12;1.72;5.71;0.95;;5;0;1;0.93;2.79;1.02;2.36;0.79;3.5;1.18;4.26;0.94;7;34;0;204;1;1;1;1;1;1;1;0;
79;;Banki;2012;127;Y;CH;20130221;NA;NA;-1.842451101;0.069503928;NA;NA;-1.866095073;0.06910223;NA;NA;NA;NA;NA;NA;NA;NA;-0.346178112;0.049776297;NA;NA;-0.350620577;0.048865025;NA;NA;NA;NA;NA;NA;2;3;0;0.37;89;;;;36;;47;1;5;0;1;0;1;4;1;0;1;1;1;0;0;NA;0;0;0;200;1;1;1;1;-1;0.92;;;4.54;0.68;;;3.16;0.77;;5;0;-1;;;;58.56;65.36;;;35.87;63.12;6;24;5;444;1;0;;;;;;;0
80;1;Gallardo-Pujol;2012;129;Y;CH;20130221;-1.172759434;0.309085685;-1.581012854;0.097323156;1.20001671;0.083002301;-1.176116899;0.164443569;-0.25255454;0.144642116;0.887744379;0.192959558;0.017144383;0.107251897;0.10595411;0.291722508;-0.882271724;0.082224925;0.000314973;0.070370371;-0.520354944;0.145902208;-0.35693941;0.1458203;0.087073779;0.174376028;0;0.107247814;2;1;0;1;57;22.77;4.37;11;10;16;20;1;2;0;1;1;1;3;1;0;1;1;1;3;1;-1;0;0;2;30;;NA;4;0;-1;NA;380;223.86;771.73;565.15;312.6;278.56;317.1;237.21;;1;0;1;;2.286;1.267;2.182;0.982;2.667;0.84;2.667;0.866;1;;53;3180;0;NA;0;0;1;1;0;0;
81;;Lakin;2008;88;Y;CH;20130221;NA;NA;-1.478902571;0.141488234;NA;NA;-1.526901316;0.138304707;NA;NA;NA;NA;NA;NA;NA;NA;-0.489245306;0.114435569;NA;NA;-0.505124081;0.109467522;NA;NA;NA;NA;NA;NA;1;1;0;0.361111111;36;NA;NA;;18;;18;1;1;0;1;0;1;3;1;0;1;1;1;0;0;NA;0;0;2;30;;NA;1;0;1;NA;;;5.313;1.609;;;7.7;1.439;;5;0;-1;;;;0.2804;0.21773;;;0.1668;0.22142;2;11;0;66;1;0;;;;;;;
82;;Hackenbracht;2013;199;Y;CH;20130323;NA;NA;-1.881183588;0.113156163;NA;NA;-1.922192471;0.112188013;NA;NA;NA;NA;NA;NA;NA;NA;-0.173457739;0.078756515;NA;NA;-0.177239033;0.076272227;NA;NA;NA;NA;NA;NA;1;1;0;0.471;51;19.2;1.46;;26;;25;1;1;0;1;0;1;3;1;0;1;1;1;0;0;NA;0;0;4;55;;2;1;2;-1;0.79;;;7.4;1.39;;;4.32;1.75;;5;0;-1;0.87;;;7.24;1.64;;;6.96;1.46;7;33;1;258;1;0;;;;;;;
83;1;Van Beest;2012;172;Y;CH;20130221;0.064331328;0.354387285;-6.534224896;0.196496492;-0.211374364;0.031332595;-2.683284463;0.10880986;-4.65651048;0.245577425;-0.133099572;0.06091432;-0.075310496;0.060820957;-0.225255617;0.152399335;-2.658016276;0.058391669;0.496270245;0.03211401;-1.24239814;0.067821002;-1.537269883;0.084578333;0.274643314;0.061361711;0.107136539;0.060865969;1;1;0;0.54;125;19.6;1.9;30;34.5;30;34.5;1;2;0;1;0;1;3;1;1;1;1;1;3;1;0;0;1;2;30;1;5;1;1;1;0.97;3.26;0.73;3.41;1.36;6.85;0.79;6.93;1.23;;1;0;1;0.87;5.59;1.24;5.17;1.71;7.21;0.79;7.09;1.32;5;41;0;246;1;1;1;1;0;0;1;0;
84;1;Van Beest;2012;172;Y;CH;20130221;-0.278997983;0.435613736;-6.556452592;0.299923945;-0.390597176;0.047962786;-3.099523557;0.201167043;-3.46529151;0.234446693;-0.057826506;0.090514807;-0.317743032;0.091663239;0.073760946;0.180980396;0.036880473;0.047066825;0.278997983;0.047523219;0.046691507;0.089482553;-0.023277182;0.091497843;0.141477856;0.090710949;0.2265445;0.09107926;2;2;0;0.4;85;20.7;2.25;21;21.5;21;21.5;1;2;0;1;0;1;3;1;1;1;1;1;3;1;0;0;0;3;30;1;5;1;1;1;0.95;2.54;0.54;2.58;0.79;4.79;0.72;5.03;0.76;;1;0;1;0.87;4.26;0.45;4.18;0.64;4.27;0.39;4.15;0.62;13;81;0;486;1;1;1;1;1;1;1;0;
85;;Ramirez;2009;158;Y;CH;20130221;NA;NA;-2.244507959;0.053875273;NA;NA;-2.263865611;0.053812537;NA;NA;NA;NA;NA;NA;NA;NA;-1.009862795;0.037271995;NA;NA;-1.018572308;0.036921636;NA;NA;NA;NA;NA;NA;1;2;0;0.37704918;121;NA;NA;;60.5;;60.5;1;1;0;1;0;1;3;1;0;1;1;1;0;0;NA;0;0;2;30;;1;1;2;-1;NA;;;17.11;3.75;;;8.69;3.64;;1;2;-1;;;;14.28;4.71;;;9.81;3.98;4;39;0;234;1;0;;;;;;;0
86;;Oberleitner;2012;157;Y;CH;20130221;NA;NA;-2.334273605;0.076413825;NA;NA;-2.362421362;0.076354504;NA;NA;NA;NA;NA;NA;NA;NA;0.415351973;0.046434757;NA;NA;0.42036048;0.045648073;NA;NA;NA;NA;NA;NA;1;2;0;0.443;88;23.5;NA;;44;;44;1;1;0;1;0;1;4;1;0;1;1;1;0;0;NA;0;1;3;30;1;2;1;1;1;NA;;;43.36;17.24;;;80.89;14.09;;1;0;-1;0.72;;;13.87;3.87;;;15.52;3.91;8;49;0;294;1;0;;;;;;;0
87;;Chrisp;2012;170;Y;CH;20130221;NA;NA;-0.688907511;0.056112079;NA;NA;-0.698486512;0.055110605;NA;NA;NA;NA;NA;NA;NA;NA;-0.143433849;0.053163896;NA;NA;-0.145428243;0.052079864;NA;NA;NA;NA;NA;NA;2;0;0;0.295774648;77;NA;NA;;33;;44;1;3;0;1;0;1;3;1;0;1;2;1;0;0;NA;0;0;2;40;;NA;4;0;-1;NA;;;64.67;18;;;54.55;10.84;;1;2;1;;;;10.795;2.444013093;;;11.19;2.856265044;2;4;0.1666667;34.000002;1;0;;;;;;;
88;1;Lau;2009;70;Y;CH;20130223;-0.058630491;0.578654913;-5.625595575;0.354360279;-0.644935397;0.075508637;-2.503830227;0.232440293;-3.24736384;0.34621462;-0.313090211;0.145304112;-0.325487387;0.129719896;1.364922736;0.456813058;-3.803883034;0.200987069;-1.049485782;0.081628983;-1.08896302;0.147718203;-2.935156572;0.309094855;-1.20246071;0.171225002;0.174085892;0.128459294;2;1;0;0.339285714;56;19.07;2.05;13;13;13;17;1;2;0;1;0;1;3;1;0;1;1;1;3;1;1;0;0;2;30;1;2;1;1;1;0.93;21.31;5.76;23.31;6.55;40.3;5.53;42.7;8.17;1;1;1;1;0.91;24.62;5.58;33.08;7.82;43.1;6.54;41.8;7.74;8;24;5;444;1;1;1;1;1;1;1;0;
89;;Lustenberger;2010;71;Y;CH;20130223;NA;NA;-0.813842046;0.06110315;NA;NA;-0.826189615;0.059984596;NA;NA;NA;NA;NA;NA;NA;NA;0.041706871;0.056451041;NA;NA;0.042339645;0.055190254;NA;NA;NA;NA;NA;NA;1;1;0;0.41;71;NA;NA;;37;;34;1;1;0;1;0;1;3;1;0;1;1;1;0;0;NA;0;0;2;20;;NA;1;0;1;0.89;;;2.05;0.89;;;2.9;1.14;;1;0;1;0.89;;;3.25;0.89;;;3.21;0.98;2;16;4;336;1;0;;;;;;;
90;;Lustenberger;2010;71;Y;CH;20130223;NA;NA;-0.696960261;0.027197928;NA;NA;-0.70157708;0.026965796;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;0.42;156;NA;NA;;78;;78;1;2;0;1;0;1;3;1;0;1;1;1;0;0;NA;0;0;2;20;;NA;1;0;1;0.89;;;2.206025641;0.988789797;;;2.900769231;0.981929492;;;;;;;;;;;;;;1;4;0;24;0;NA;;;;;;;
93;;Kesting;2013;144;Y;CH;20130224;NA;NA;-0.274998356;0.053275305;NA;NA;-0.278876086;0.052191833;NA;NA;NA;NA;NA;NA;NA;NA;-0.778755157;0.056767644;NA;NA;-0.78973632;0.055783357;NA;NA;NA;NA;NA;NA;2;2;0;0.28;76;24.79;8.35;;40;;36;1;1;0;1;0;1;3;1;0;1;1;1;0;0;NA;0;0;2;30;;NA;1;0;-1;0.86;;;30.9;11.66;;;27.83;9.97;;1;0;-1;;;;2.98;1.89;;;1.76;0.98;3;48;0;288;1;0;;;;;;;
94;;Duclos;2012;171;Y;CH;20130224;NA;NA;-0.622199242;0.071077389;NA;NA;-0.633744667;0.069355555;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;NA;59;NA;NA;;29.5;;29.5;1;1;0;1;0;1;3;1;0;1;1;1;0;0;NA;0;0;3;30;;NA;1;0;-1;NA;;;4.23;2.4;;;2.79;2.07;;;;;;;;;;;;;;1;1;0;6;0;NA;;;;;;;
96;;McDonald;2012;145;Y;CH;20130224;NA;NA;-0.059186958;0.016767304;NA;NA;-0.059410324;0.016672882;NA;NA;NA;NA;NA;NA;NA;NA;-2.395610479;0.027388501;NA;NA;-2.404651275;0.027374397;NA;NA;NA;NA;NA;NA;1;0;0;0.26;270;20.28;2.24;;181;;89;1;1;0;1;0;1;3;1;0;1;1;1;0;0;NA;0;0;1;30;;2;1;2;1;NA;;;3.2884;0.53107;;;3.3202;0.53919;1;1;1;1;;;;-0.53;0.67;;;1.07;0.65;5;12;0;72;1;0;;;;;;;
97;1;Chen;2012;97;Y;CH;20130224;-1.350455446;0.270015901;-0.966225445;0.074446597;0.70630515;0.070823891;-1.036371096;0.143580539;0.212965863;0.126435362;1.082739844;0.145218214;-0.298924541;0.127168719;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;0;0.3;60;20.87;1.35;15;15;15;15;1;2;0;1;0;1;3;1;0;1;1;1;3;1;-1;0;0;2;30;;NA;4;0;-1;NA;-0.38;1.55;1.44;1.71;-0.04;1.55;-0.61;2.11;;;;;;;;;;;;;;1;1;0;6;0;NA;0;0;1;1;0;0;
98;1;Chen;2012;97;Y;CH;20130224;-1.3182738;0.206205167;-1.083333915;0.055262725;0.717871871;0.051297229;-1.319650053;0.11352496;0.10659145;0.092680207;1.187131756;0.109522617;-0.26258132;0.093374029;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;0;0.313253012;83;21.08;2.3;20.75;20.75;20.75;20.75;1;2;0;1;0;1;3;1;0;1;1;1;3;1;-1;0;0;2;30;;NA;4;0;1;0.87;3.83;0.71;3.05;0.57;3.74;0.93;3.97;0.78;;;;;;;;;;;;;;1;1;0;6;0;NA;0;0;1;1;0;0;
99;;Chow;2008;99;Y;CH;20130224;NA;NA;-1.18232055;0.062652546;NA;NA;-1.199231091;0.061796286;NA;NA;NA;NA;NA;NA;NA;NA;-1.295390809;0.064520249;NA;NA;-1.313918576;0.063717798;NA;NA;NA;NA;NA;NA;1;2;0;0.413333333;75;21.21;5.26;;37.5;;37.5;1;1;0;1;0;1;3;1;0;1;1;1;0;0;NA;0;0;2;30;;NA;1;0;-1;NA;;;2.71;1.41;;;1.4;0.59;;4;0;-1;;;;1.49;0.85;;;0.45;0.71;3;4;0;24;1;0;;;;;;;
100;;Hess;2010;105;Y;CH;20130225;NA;NA;-2.327117322;0.041405787;NA;NA;-2.341943257;0.041385214;NA;NA;NA;NA;NA;NA;NA;NA;-0.860040235;0.026974288;NA;NA;-0.865519504;0.026769244;NA;NA;NA;NA;NA;NA;1;1;0;0.314814815;162;NA;NA;;81;;81;1;3;0;1;0;1;3;1;0;1;1;1;0;0;NA;0;0;2;30;;2;1;2;1;0.77;;;2.68;1.36;;;6;1.46;;1;0;1;0.61;;;5.31;1.46;;;6.48;1.22;2;7;0;42;1;0;;;;;;;0
101;;MacDonald;2008;107;Y;CH;20130301;NA;NA;-0.14608843;0.063805743;NA;NA;-0.148611595;0.062197257;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;0;0.181818182;63;NA;NA;;30;;33;1;1;0;1;0;1;4;1;0;1;1;1;0;0;NA;0;0;2;40;;NA;1;0;1;NA;;;112.99;82.9;;;125.47;82.91;;1;0;1;0.82;;;NA;NA;;;NA;NA;2;50;4;540;NA;NA;;;;;;;0
102;;Nordgren;2011;113;Y;CH;20130225;NA;NA;-0.733266611;0.060124507;NA;NA;-0.744391694;0.058981364;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;0;0.394366197;71;NA;NA;;35.5;;35.5;1;5;0;1;0;1;3;1;0;1;1;1;0;0;NA;0;1;2;20;;NA;1;0;-1;0.78;;;4.56;1.3;;;3.65;1.11;;;;;;;;;;;;;;1;5;0;30;0;NA;;;;;;;0
103;;Nordgren;2011;113;Y;CH;20130225;NA;NA;-0.789467509;0.058265263;NA;NA;-0.800923183;0.057232161;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;0;0.472972973;74;NA;NA;;37;;37;1;5;0;1;0;1;3;1;0;1;1;1;0;0;NA;0;1;2;20;;NA;1;0;-1;0.87;;;5.48;1.4;;;4.28;1.56;;;;;;;;;;;;;;1;2;0;12;0;NA;;;;;;;
104;;Nordgren;2011;113;Y;CH;20130225;NA;NA;-2.184804588;0.13884099;NA;NA;-2.238278871;0.138315748;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;0;0.452830189;46;NA;NA;;23;;23;1;1;0;1;0;1;3;1;0;1;1;1;0;0;NA;0;0;2;20;;NA;1;0;1;0.77;;;-6.98;4.46;;;1.82;3.15;;;;;;;;;;;;;;1;2;0;12;0;NA;;;;;;;
105;;Nordgren;2011;113;Y;CH;20130225;NA;NA;-0.54095491;0.092827973;NA;NA;-0.55464339;0.089703099;NA;NA;NA;NA;NA;NA;NA;NA;-0.73453249;0.095591843;NA;NA;-0.753119313;0.092608615;NA;NA;NA;NA;NA;NA;2;2;0;0.402985075;44.66666667;NA;NA;;22.33333333;;22.33333333;1;1;0;1;0;1;3;1;0;1;1;1;0;0;NA;0;0;2;20;;NA;1;0;-1;NA;;;6.31;1.66;;;5.46;1.33;;5;0;-1;;;;4.75;1;;;4.02;0.9;2;5;0;30;1;0;;;;;;;0
106;;Nordgren;2011;114;Y;CH;20130225;NA;NA;-0.635824405;0.071627324;NA;NA;-0.647696234;0.069890705;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;0;0.397727273;58.66666667;NA;NA;;29.33333333;;29.33333333;1;5;0;1;0;1;3;1;0;1;1;1;0;0;NA;0;0;2;20;;NA;1;0;-1;NA;;;8.23;1.47;;;7.3;1.36;;;;;;;;;;;;;;1;1;0;6;0;NA;;;;;;;0
107;;OBrien;2012;116;Y;CH;20130226;NA;NA;-0.574421975;0.033319842;NA;NA;-0.579210777;0.032945659;NA;NA;NA;NA;NA;NA;NA;NA;-0.685135844;0.033877644;NA;NA;-0.690847638;0.033512801;NA;NA;NA;NA;NA;NA;2;1;0;0.508;125;18.99;NA;;62.5;;62.5;1;1;0;1;0;1;3;1;0;1;1;1;0;0;NA;0;1;2;30;;NA;1;0;1;NA;;;62.95;17.81;;;73.95;19.88;;1;0;-1;;;;86.69;15.59;;;73.19;22.61;2;8;0;48;1;0;;;;;;;0
109;;Wesselmann;2012;52;Y;CH;20130301;NA;NA;-1.439179593;0.055770672;NA;NA;-1.455927529;0.055272848;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;0.637362637;91;19.19;1.13;;50;;41;1;1;0;1;0;1;3;1;0;1;1;1;0;0;NA;0;0;1;80;;NA;1;0;1;0.99;;;2.88;2.46;;;6.46;2.41;;;;;;;;;;;;;;1;0;2.5;150;0;NA;;;;;;;
110;;Wirth;2010;56;Y;CH;20130301;NA;NA;-0.947839843;0.058872201;NA;NA;-0.961205256;0.057938638;NA;NA;NA;NA;NA;NA;NA;NA;-1.620583336;0.070239898;NA;NA;-1.64343505;0.069629186;NA;NA;NA;NA;NA;NA;1;0;0;0.75;76;21;NA;;35;;41;1;1;0;1;0;1;3;1;0;1;1;1;0;0;NA;0;0;1;30;;2;1;0;-1;NA;;;2.97;1.424;;;1.8;0.98;;1;0;-1;0.84;;;3.2714;0.80525;;;1.9024;0.84016;7;32;0;192;1;0;;;;;;;
111;;Eisenberger;2006;65;Y;CH;20130301;NA;NA;-0.148945337;0.083564424;NA;NA;-0.152420194;0.080742679;NA;NA;NA;NA;NA;NA;NA;NA;-1.211305481;0.098617302;NA;NA;-1.239564932;0.09650611;NA;NA;NA;NA;NA;NA;1;1;0;0.28;48;20.7;4.4;;24;;24;1;5;0;1;0;1;3;1;0;1;1;1;0;0;NA;0;0;6.667;60;;1;1;0;-1;NA;;;7.91;2.45;;;7.54;2.32;;1;0;-1;;;;3.27;0.75;;;2.49;0.45;5;23;0;138;1;0;;;;;;;0
112;;Gerber;NA;185;Y;CH;20130308;NA;NA;-2.032435003;0.159615685;NA;NA;-2.094356727;0.158351647;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;0;0.421052632;38;21.95;4.69;;19;;19;1;5;0;1;0;1;3;1;0;1;1;1;0;0;NA;0;0;2;30;1;2;1;1;1;0.9;;;4.2;1.52;;;7.2;1.27;;;;;;;;;;;;;;4;12;0;72;0;NA;;;;;;;
113;1;Bernstein;2012;188;Y;CH;20130315;-1.069978452;0.448216268;-5.263429357;0.267104305;-0.118886495;0.059820273;-2.00326967;0.174399316;-3.236802675;0.273816952;0.495749179;0.107217497;-0.551095834;0.131302301;-0.796721238;0.300009269;-2.891077715;0.12273596;0.777085361;0.064221225;-0.990716498;0.129817402;-1.907258771;0.170191868;0.731721075;0.111131665;-0.028849639;0.126254395;1;1;0;0.298507463;67;NA;NA;17;20;16;14;1;2;0;1;0;1;3;1;0;1;1;1;2;-1;-1;0;0;2;40;;1;1;2;1;NA;2.05;0.68;2.49;0.998;4.98;1.055;4.43;0.859;;1;2;1;;2.624;0.9589;3.37;1.0265;4.413;0.8625;4.386;0.9591;4;16;0;96;1;1;1;1;0;0;1;0;
114;1;Carter;2008;149;Y;CH;20130302;0.338012308;0.111709666;-0.089468583;0.028410028;1.570674661;0.037129936;-0.277560761;0.05730136;0.104582036;0.054408306;0.593734441;0.056780411;0.982886144;0.063743571;0.174391233;0.111371301;0.241884479;0.028589118;0.042211278;0.028387961;0.199146883;0.057030487;0.034908232;0.054340814;0.31188514;0.055007854;-0.156714566;0.056921066;1;1;0;0.482517483;143;19.93;3.45;36;36;36;33;1;2;0;1;1;1;4;1;1;1;1;1;3;-1;-1;0;0;2;45;;NA;1;0;-1;0.92;6.9722;6.18055;3.5278;5.25621;7.6667;6.93233;2.3333;2.76887;;1;2;1;0.77;3.9389;0.50272;4.1;0.51879;3.9222;0.4415;3.997;0.5028;2;19;0;114;1;1;0;0;1;1;0;0;
115;1;Horn;NA;152;Y;CH;20130302;-0.985139886;0.233272342;-0.654495235;0.061973265;0.853787901;0.064234413;-0.766549988;0.123979184;0.17258311;0.109293159;0.880705222;0.1235847;-0.066890584;0.111855844;1.492103067;0.242867877;-0.345873835;0.059703152;0.174381083;0.059098053;-0.994192077;0.130052199;0.525700751;0.112815678;0.722190366;0.119848189;0.764665626;0.120388773;1;1;0;NA;68;NA;NA;18;16;17;17;1;2;0;1;0;1;3;1;0;1;1;1;3;1;1;0;0;3;30;;NA;1;2;1;0.81;28.44;4.07607;24.38;4.92443;27.71;4.17978;28;4.272;;1;0;-1;NA;14.28;6.42427;19.13;6.68207;17.71;6.30243;13.63;3.79254;5;43;0;258;1;1;0;0;1;1;0;0;0
116;;Johnson;2010;153;Y;CH;20130302;NA;NA;-0.725642164;0.041351977;NA;NA;-0.732976275;0.040821837;NA;NA;NA;NA;NA;NA;NA;NA;-0.777871096;0.04172951;NA;NA;-0.785733088;0.04120704;NA;NA;NA;NA;NA;NA;1;1;0;0.221153846;104;23;6.22;;47;;57;1;1;0;1;0;1;3;1;0;1;1;1;0;0;NA;0;0;2;30;;NA;1;0;1;NA;;;23.98;8.16;;;30.87;10.19;;1;0;1;;;;472.4;310.54;;;739.34;357.58;8;47;5;582;1;0;;;;;;;0
117;;Ambrosini;2013;189;Y;CH;20130317;NA;NA;-1.639061273;0.133581523;NA;NA;-1.686116478;0.131385567;NA;NA;NA;NA;NA;NA;NA;NA;-0.944946499;0.111161549;NA;NA;-0.972074619;0.107659821;NA;NA;NA;NA;NA;NA;2;0;1;0;40;23.25;3.33;;20;;20;1;1;0;1;0;1;3;1;0;1;2;1;0;0;NA;0;0;2;40;;2;1;2;1;NA;;;3.13;1.58;;;6.13;1.89;;1;0;1;;;;6.35;2.8;;;8.5;1.24;6;18;0;108;1;0;;;;;;;
119;1;DeBono;NA;180;Y;CH;20130307;-1.551994692;0.285306134;-1.084270264;0.080488088;0.276382616;0.070845503;-1.065285398;0.15171298;0.319378891;0.133593154;0.703098884;0.140476402;-1.039286297;0.150753033;-0.482077041;0.267637956;0.376943218;0.071421809;-8.886764127;0.762934883;-0.046895529;0.131842212;0.477022561;0.135795744;-0.025714401;0.13181523;-0.516578276;0.136485263;1;1;0;0.49122807;57;NA;NA;14.25;14.25;14.25;14.25;1;2;0;1;0;1;3;1;0;1;1;1;3;1;1;0;0;2;30;;NA;4;0;-1;NA;0.71;0.28;1.14;0.79;0.82;0.38;0.52;0.11;;1;0;-1;0.85;34.71;6.89;34.5;8.82;38.06;6.72;34.09;8.11;2;20;0;120;1;1;0;0;1;1;0;0;
120;1;DeBono;NA;181;Y;CH;20130307;-0.328369838;0.208915058;-1.412753956;0.061702924;0.847652374;0.053817991;-1.074102601;0.10896403;-0.650878864;0.099951028;0.43657876;0.097073963;0.541711783;0.098343724;0.242954867;0.189801481;0.085034204;0.049427351;0.122184126;0.04947487;-0.103931141;0.094854218;0.135418868;0.094947263;-0.091011173;0.094823124;0.143611067;0.094975483;1;1;0;0.271604938;81;NA;NA;20.25;20.25;20.25;20.25;1;2;0;1;0;1;3;1;0;1;1;1;3;-1;-1;0;0;2;30;;NA;4;0;-1;NA;2.6;2.29;1.83;0.85;1.46;0.8;1.12;0.34;;1;0;-1;0.72;10.68;1.45;10.8;1.11;10.95;2.35;10.67;1.33;2;11;0;66;1;1;0;0;1;1;0;0;
121;1;DeBono;NA;181;Y;CH;20130307;-0.747959515;0.18901698;-0.81455865;0.052189794;0.829927681;0.052342048;-0.134919159;0.092762634;-0.554991265;0.096254346;0.580028205;0.096596725;0.093428194;0.092648485;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;0.325301205;83;NA;NA;20.75;20.75;20.75;20.75;1;2;0;1;0;1;3;1;0;1;1;1;3;-1;-1;0;0;2;30;;NA;4;0;-1;NA;2.745;3.649691768;1.205;0.465026881;1.22;1.085587399;1.14;0.479009394;;1;0;-1;;NA;NA;NA;NA;NA;NA;NA;NA;2;11;0;120;NA;NA;0;0;1;1;0;0;
122;;Brochu;NA;184;Y;CH;20130307;NA;NA;-2.430665951;0.198781042;NA;NA;-2.512218172;0.199028233;NA;NA;NA;NA;NA;NA;NA;NA;-0.460562305;0.117409337;NA;NA;-0.476014811;0.112104661;NA;NA;NA;NA;NA;NA;1;0;1;0;35;19.04;3.24;;18;;17;1;5;0;1;0;1;3;1;0;1;1;1;0;0;NA;0;0;2;30;1;2;1;1;1;0.92;;;3.4412;1.61018;;;6.7892;0.8555;;3;0;1;;;;38.9412;23.67612;;;50.1176;22.05925;5;17;0;102;1;0;;;;;;;
